tradingsymbol,name,exchange,instrument_token,exchange_token
768KA34-SG,SDL KA 7.68% 2034,NSE,3393025,13254
SAKUMA-BE,SAKUMA EXPORTS,NSE,3393281,13255
77MZ35-SG,SDL MZ 7.7% 2035,NSE,3393537,13256
767JH37-SG,SDL JH 7.67% 2037,NSE,3393793,13257
KEC,KEC INTL.,NSE,3394561,13260
JKCEMENT,JK CEMENT,NSE,3397121,13270
LANDMARK,LANDMARK CARS,NSE,3398657,13276
INDOTECH-BE,INDO TECH TRANSFORM,NSE,3399169,13278
M&MFIN,M&M FIN. SERVICES,NSE,3400961,13285
AHL,ABANS HOLDINGS,NSE,3401729,13288
BLKASHYAP,B.L.KASHYAP & SON,NSE,3402241,13290
VISASTEEL-BE,VISA STEEL,NSE,3404289,13298
NITCO,NITCO,NSE,3404801,13300
IEL,INDIABULLS ENT,NSE,3405569,13303
CENTURYPLY,CENTURY PLYBOARDS (I),NSE,3406081,13305
KEI,KEI INDUSTRIES,NSE,3407361,13310
ORTEL-BZ,ORTEL COMMUNICATIONS,NSE,3410177,13321
DOLLEX-SM,DOLLEX AGROTECH,NSE,3410689,13323
SOLARINDS,SOLAR INDUSTRIES (I),NSE,3412993,13332
ARIHANTACA-SM,ARIHANT ACADEMY,NSE,3415041,13340
GALLANTT-BE,GALLANTT ISPAT,NSE,3415297,13341
VAKRANGEE,VAKRANGEE,NSE,3415553,13342
UMA-SM,UMA CONVERTER,NSE,3417345,13349
MALUPAPER,MALU PAPER MILLS,NSE,3418113,13352
KFINTECH,KFIN TECHNOLOGIES,NSE,3419905,13359
755GJ30-SG,SDL GJ 7.55% 2030,NSE,3421697,13366
758JH31-SG,SDL JH 7.58% 2031,NSE,3422209,13368
757GJ31-SG,SDL GJ 7.57% 2031,NSE,3422465,13369
SGL-BE,STL GLOBAL,NSE,3422721,13370
762AR32-SG,SDL AR 7.62% 2032,NSE,3423233,13372
762GA32A-SG,SDL GA 7.62% 2032,NSE,3423489,13373
76KA32A-SG,SDL KA 7.6% 2032,NSE,3423745,13374
763KL32-SG,SDL KL 7.63% 2032,NSE,3424001,13375
UTTAMSUGAR,UTTAM SUGAR MILLS,NSE,3424257,13376
761RJ32-SG,SDL RJ 7.61% 2032,NSE,3424513,13377
761TN32A-SG,SDL TN 7.61% 2032,NSE,3425025,13379
KKCL,KEWAL KIRAN CLOTHING,NSE,3425537,13381
763PY32-SG,SDL PY 7.63% 2032,NSE,3425793,13382
765KA34-SG,SDL KA 7.65% 2034,NSE,3426305,13384
766TS34-SG,SDL TS 7.66% 2034,NSE,3427073,13387
767TS35-SG,SDL TS 7.67% 2035,NSE,3427585,13389
77JK37-SG,SDL JK 7.7% 2037,NSE,3428353,13392
769TN37-SG,SDL TN 7.69% 2037,NSE,3428609,13393
769PY37-SG,SDL PY 7.69% 2037,NSE,3429633,13397
768PN39-SG,SDL PN 7.68% 2039,NSE,3429889,13398
767WB39-SG,SDL WB 7.67% 2039,NSE,3430145,13399
BHAGERIA,BHAGERIA INDUSTRIES,NSE,3430401,13400
767WB41-SG,SDL WB 7.67% 2041,NSE,3430657,13401
SUNTV,SUN TV NETWORK,NSE,3431425,13404
GPIL,GODAWARI POW & ISP,NSE,3432705,13409
RSYSTEMS,R SYS INTERNATIONAL,NSE,3433985,13414
SUPREMEINF-BZ,SUPREME INFRA.,NSE,3435265,13419
JETAIRWAYS-BZ,JET AIRWAYS (INDIA),NSE,3435521,13420
ELIN,ELIN ELECTRONICS,NSE,3436289,13423
EMKAY-BE,EMKAY GLOBAL FIN SERV,NSE,3436545,13424
KELLTONTEC,KELLTON TECH SOL,NSE,3438081,13430
89SCL24-ZO,,NSE,3439361,13435
LOKESHMACH,LOKESH MACHINES,NSE,3439617,13436
93SCL24-ZP,,NSE,3440129,13438
857SCL24-ZQ,,NSE,3441409,13443
BALPHARMA-BE,BAL PHARMA,NSE,3441665,13444
894SCL24-ZR,,NSE,3442689,13448
RATNAMANI,RATNAMANI MET & TUB,NSE,3443457,13451
SCL24A-ZS,,NSE,3443969,13453
KAMDHENU,KAMDHENU,NSE,3444993,13457
905SCL25-ZT,,NSE,3445761,13460
PIONEEREMB,PIONEER EMBROIDERIES,NSE,3446529,13463
955SCL25-ZU,,NSE,3447041,13465
SHIVAUM-ST,SHIV AUM STEELS,NSE,3448577,13471
645GS2029-GS,GOI LOAN 6.45% 2029,NSE,3448833,13472
87SCL25-ZV,,NSE,3450113,13477
916SCL25-ZW,,NSE,3451393,13482
98SCL27-ZX,,NSE,3451905,13484
894SCL27-ZY,,NSE,3452673,13487
JKLAKSHMI,JK LAKSHMI CEMENT,NSE,3453697,13491
939SCL27-ZZ,,NSE,3453953,13492
965SCL25C-N0,,NSE,3455233,13497
PFOCUS-BE,PRIME FOCUS,NSE,3456001,13500
ALLCARGO,ALLCARGO LOGISTICS,NSE,3456257,13501
MOXSH-ST,MOXSH OVERSEAS EDUCON,NSE,3457793,13507
AKASH,AKASH INFRA-PROJECTS,NSE,3458561,13510
MUNJALAU,MUNJAL AUTO IND.,NSE,3458817,13511
OMKARCHEM-BZ,OMKAR SPL CHEM,NSE,3459841,13515
EMAMILTD,EMAMI,NSE,3460353,13517
HOMESFY-SM,HOMESFY REALTY,NSE,3462657,13526
GMRINFRA,GMR AIRPORTS INFRA,NSE,3463169,13528
NECCLTD-BE,NORTH EAST CARRY CORP,NSE,3464449,13533
VIDHIING,VIDHI SPCLTY F INGRDNTS L,NSE,3465217,13536
TECHM,TECH MAHINDRA,NSE,3465729,13538
GRINDWELL,GRINDWELL NORTON,NSE,3471361,13560
RAMANEWS,SHREE RAMA NEWSPRINT,NSE,3472641,13565
AVONMORE-BE,AVONMORE CAP&MGT SERV,NSE,3472897,13566
RBMINFRA-SM,RBM INFRACON,NSE,3473921,13570
MANUGRAPH,MANUGRAPH INDIA,NSE,3474433,13572
VOLTAMP,VOLTAMP TRANSFORMERS,NSE,3475713,13577
RADIANTCMS,RADIANT CASH MGMT SER,NSE,3476481,13580
ATLANTAA-BE,ATLANTAA,NSE,3476993,13582
ACE,ACTION CONST EQUIP,NSE,3478273,13587
HOVS,HOV SERVICES,NSE,3479553,13592
726KA25-SG,SDL KA 7.26% 2025,NSE,3479809,13593
75HR29-SG,SDL HR 7.5% 2029,NSE,3480065,13594
SELAN,SELAN EXPLO. TECH,NSE,3481089,13598
762HR31-SG,SDL HR 7.62% 2031,NSE,3481601,13600
76KA33-SG,SDL KA 7.6% 2033,NSE,3481857,13601
762TN33-SG,SDL TN 7.62% 2033,NSE,3482113,13602
764KL34-SG,SDL KL 7.64% 2034,NSE,3483137,13606
IRCTC,INDIAN RAIL TOUR CORP,NSE,3484417,13611
764GA38-SG,SDL GA 7.64% 2038,NSE,3486465,13619
ANANTRAJ,ANANT RAJ,NSE,3486721,13620
764WB42-SG,SDL WB 7.64% 2042,NSE,3486977,13621
762KL53-SG,SDL KL 7.62% 2053,NSE,3487745,13624
BINANIIND,BINANI INDUSTRIES,NSE,3488001,13625
767NL33-SG,SDL NL 7.67% 2033,NSE,3488257,13626
763HR33-SG,SDL HR 7.63% 2033,NSE,3488513,13627
SKYGOLD-BE,SKY GOLD,NSE,3490305,13634
JMFINANCIL,JM FINANCIAL,NSE,3491073,13637
SGBDE30III-GB,2.50%GOLDBONDS2030SR-III,NSE,3492353,13642
ELECON,ELECON ENG. CO.,NSE,3492609,13643
BANKETFADD,DSPAMC - DSPBANKETF,NSE,3492865,13644
TALBROAUTO,TALBROS AUTO. COMP.,NSE,3493889,13648
ALICON,ALICON CASTALLOY,NSE,3495937,13656
GEECEE,GEECEE VENTURES,NSE,3496449,13658
ANLON-ST,ANLON TECHNOLOGY SOL,NSE,3497985,13664
MADHUCON-BE,MADHUCON PROJECTS,NSE,3499009,13668
NRL,NUPUR RECYCLERS,NSE,3500801,13675
MBECL-BE,MCNALLY BH. ENG. CO.LTD,NSE,3503873,13687
ACLGATI,ALLCARGO GATI,NSE,3504129,13688
SAH,SAH POLYMERS,NSE,3504385,13689
INFOMEDIA-BE,INFOMEDIA PRESS,NSE,3505665,13694
GOLDKART-ST,GOLDKART JEWELS,NSE,3507457,13701
VISHWARAJ,VISHWARAJ SUGAR IND,NSE,3507713,13702
FIEMIND,FIEM INDUSTRIES,NSE,3509761,13710
754AP29-SG,SDL AP 7.54% 2029,NSE,3510273,13712
757TN33-SG,SDL TN 7.57% 2033,NSE,3511041,13715
762UK33-SG,SDL UK 7.62% 2033,NSE,3511297,13716
759AP33-SG,SDL AP 7.59% 2033,NSE,3511553,13717
763TS36-SG,SDL TS 7.63% 2036,NSE,3511809,13718
759TS37-SG,SDL TS 7.59% 2037,NSE,3512065,13719
JHS,JHS SVEND. LAB.,NSE,3512321,13720
759TS40-SG,SDL TS 7.59% 2040,NSE,3512577,13721
DCBBANK,DCB BANK,NSE,3513601,13725
CMNL-SM,CHAMAN METALLICS,NSE,3515137,13731
INSPIRISYS-BE,INSPIRISYS SOLUTIONS,NSE,3515905,13734
GLOBALVECT-BE,GLOBAL VEC HELICORP,NSE,3517185,13739
SHYAMTEL-BE,SHYAM TELECOM,NSE,3517697,13741
689GS2025-GS,GOI LOAN  6.89% 2025,NSE,3517953,13742
GTLINFRA,GTL INFRA.LTD,NSE,3518721,13745
FLUOROCHEM,GUJARAT FLUOROCHEM,NSE,3520001,13750
NAUKRI,INFO EDGE (I),NSE,3520257,13751
SHIVAMAUTO-BE,SHIVAM AUTO.LTD,NSE,3521793,13757
MANOMAY-BE,MANOMAY TEX INDIA,NSE,3522561,13760
BBL,BHARAT BIJLEE,NSE,3522817,13761
DUCOL-ST,DUCOL ORGS AND COLOURS LT,NSE,3524865,13769
755TS30-SG,SDL TS 7.55% 2030,NSE,3525121,13770
757TS31-SG,SDL TS 7.57% 2031,NSE,3525633,13772
757GJ32-SG,SDL GJ 7.57% 2032,NSE,3525889,13773
AARVEEDEN-BE,AARVEE DEN. & EXP.,NSE,3526401,13775
GESHIP,THE GE SHPG.LTD,NSE,3526657,13776
762UP35-SG,SDL UP 7.62% 2035,NSE,3527169,13778
755JK38-SG,SDL JK 7.55% 2038,NSE,3527425,13779
TORNTPOWER,TORRENT POWER,NSE,3529217,13786
PARSVNATH-BE,PARSVNATH DEVELOPER,NSE,3531521,13795
MANALIPETC,MANALI PETROCHEMICALS LT,NSE,3531777,13796
SUTLEJTEX,SUTLEJ TEXT & INDUS,NSE,3533057,13801
BAIDFIN-BE,BAID FINSERV,NSE,3533313,13802
GREENPANEL,GREENPANEL INDUSTRIES,NSE,3535361,13810
FEL-BZ,FUTURE ENTERPRISES,NSE,3535873,13812
KAMOPAINTS,KAMDHENU VENTURES,NSE,3536385,13814
LTFOODS,LT FOODS,NSE,3536897,13816
RUCHIRA,RUCHIRA PAPERS,NSE,3538177,13821
SOBHA,SOBHA,NSE,3539457,13826
85IIFL25-NO,,NSE,3541249,13833
DONEAR-BE,DONEAR IND.,NSE,3542017,13836
IIFLZC25A-NP,,NSE,3543041,13840
MMFL,MM FORGINGS,NSE,3544065,13844
875IIFL26A-NQ,,NSE,3544321,13845
IIFLZC26A-NR,,NSE,3545601,13850
865IIFL28-NS,,NSE,3546113,13852
9IIFL28A-NT,,NSE,3546625,13854
IIFLZC28A-NU,,NSE,3547649,13858
VENUSREM,VENUS REMEDIES,NSE,3547905,13859
AARTIPHARM,AARTI PHARMALABS,NSE,3550209,13868
KUANTUM,KUANTUM PAPERS,NSE,3550721,13870
765TN33-SG,SDL TN 7.65% 2033,NSE,3551745,13874
JINDRILL,JINDAL DRILLING IND.,NSE,3552001,13875
767AS33-SG,SDL AS 7.67% 2033,NSE,3552513,13877
769AP35-SG,SDL AP 7.69% 2035,NSE,3552769,13878
BANCOINDIA,BANCO PRODUCTS (I),NSE,3553281,13880
765RJ33-SG,SDL RJ 7.65% 2033,NSE,3553537,13881
765HR33-SG,SDL HR 7.65% 2033,NSE,3553793,13882
764MH33-SG,SDL MH 7.64% 2033,NSE,3554817,13886
764GA33-SG,SDL GA 7.64% 2033,NSE,3555073,13887
HIRECT,HIND RECTIFIER,NSE,3555841,13890
769UP35-SG,SDL UP 7.69% 2035,NSE,3556097,13891
77MN35-SG,SDL MN 7.7% 2035,NSE,3556353,13892
77HP36-SG,SDL HP 7.7% 2036,NSE,3557377,13896
769MZ37-SG,SDL MZ 7.69% 2037,NSE,3557633,13897
CREST,CREST VENTURES,NSE,3558401,13900
77HP38-SG,SDL HP 7.7% 2038,NSE,3558657,13901
764RJ38-SG,SDL RJ 7.64% 2038,NSE,3558913,13902
766WB39-SG,SDL WB 7.66% 2039,NSE,3559937,13906
762TN43-SG,SDL TN 7.62% 2043,NSE,3560449,13908
76KL45-SG,SDL KL 7.6% 2045,NSE,3561217,13911
757MH31-SG,SDL MH 7.57% 2031,NSE,3561729,13913
764HR31-SG,SDL HR 7.64% 2031,NSE,3562241,13915
763GJ32-SG,SDL GJ 7.63% 2032,NSE,3562497,13916
PLASTIBLEN,PLASTIBLENDS INDIA,NSE,3563521,13920
NFL,NATIONAL FERT.,NSE,3564801,13925
ARISTO-SM,ARISTO BIO T AND LIFESC L,NSE,3565057,13926
PRAENG-BE,PRAJAY ENG. SYN.,NSE,3569921,13945
LIQUID1,KOTAKMAMC - KOTAKLIQ,NSE,3571201,13950
PARACABLES,PARAMOUNT COMM,NSE,3571457,13951
765HR30-SG,SDL HR 7.65% 2030,NSE,3572993,13957
766AP32-SG,SDL AP 7.66% 2032,NSE,3573249,13958
769AS33-SG,SDL AS 7.69% 2033,NSE,3573505,13959
766RJ33-SG,SDL RJ 7.66% 2033,NSE,3573761,13960
765GJ33-SG,SDL GJ 7.65% 2033,NSE,3574785,13964
767MP33-SG,SDL MP 7.67% 2033,NSE,3575041,13965
HBLPOWER,HBL POWER SYSTEMS,NSE,3575297,13966
767NL33A-SG,SDL NL 7.67% 2033,NSE,3575553,13967
768HR33-SG,SDL HR 7.68% 2033,NSE,3575809,13968
771AP36-SG,SDL AP 7.71% 2036,NSE,3576833,13972
772UP36-SG,SDL UP 7.72% 2036,NSE,3577089,13973
TANLA,TANLA PLATFORMS,NSE,3577857,13976
772MP38-SG,SDL MP 7.72% 2038,NSE,3578113,13977
773RJ38-SG,SDL RJ 7.73% 2038,NSE,3578625,13979
SGBOCT27-GB,2.50%GOLDBONDS2027SR-V,NSE,3579137,13981
JASH,JASH ENGINEERING,NSE,3579393,13982
ABSLBANETF,BIRLASLAMC - ABSLBANETF,NSE,3580673,13987
771WB39-SG,SDL WB 7.71% 2039,NSE,3581697,13991
77PN40-SG,SDL PN 7.7% 2040,NSE,3581953,13992
768TS42-SG,SDL TS 7.68% 2042,NSE,3582209,13993
766RJ43-SG,SDL RJ 7.66% 2043,NSE,3582465,13994
766TS44-SG,SDL TS 7.66% 2044,NSE,3582721,13995
765KL48-SG,SDL KL 7.65% 2048,NSE,3582977,13996
765TN53-SG,SDL TN 7.65% 2053,NSE,3583233,13997
SITINET-BE,SITI NETWORKS,NSE,3584257,14001
ZEEMEDIA,ZEE MEDIA CORPORATION,NSE,3584769,14003
925ICCL24A-NE,,NSE,3585281,14005
AVTNPL,AVT NATURAL PRODUCTS,NSE,3586049,14008
913ICCL24A-NF,,NSE,3586561,14010
LUMAXTECH,LUMAX AUTO TECH,NSE,3587585,14014
948ICCL25A-NG,,NSE,3588353,14017
TIDEWATER,TIDE WATER OIL,NSE,3588865,14019
955ICCL25A-NH,,NSE,3589377,14021
966ICCL25A-NI,,NSE,3590657,14026
1030ICC26-NJ,,NSE,3591169,14028
984ICCL26A-NK,,NSE,3591681,14030
980ICCL28-NL,,NSE,3592193,14032
1030ICCL28-NM,,NSE,3592705,14034
940ICCL28-NN,,NSE,3593217,14036
985ICCL28-NO,,NSE,3593729,14038
945IFSL25-N4,,NSE,3594241,14040
980IFSL25-N5,,NSE,3594753,14042
965IFSL26-N6,,NSE,3595521,14045
SARLAPOLY-BE,SARLA PERF. FIBERS,NSE,3596033,14047
10IFSL26-N7,,NSE,3596545,14049
726GS2033-GS,GOI LOAN  7.26% 2033,NSE,3597057,14051
GRCL-SM,GAYATRI RUBB AND CHEM,NSE,3597313,14052
SANGHVIMOV,SANGHVI MOVERS,NSE,3598849,14058
ASMS,BARTRONICS INDIA,NSE,3600385,14064
WANBURY-BE,WANBURY,NSE,3601153,14067
SAGCEM,SAGAR CEMENTS,NSE,3601409,14068
JAIBALAJI-BE,JAI BALAJI INDUSTRIES,NSE,3603457,14076
IGPL,I G PETROCHEMICALS,NSE,3606017,14086
763JH30-SG,SDL JH 7.63% 2030,NSE,3606273,14087
761TS32-SG,SDL TS 7.61% 2032,NSE,3606529,14088
767AS33A-SG,SDL AS 7.67% 2033,NSE,3607553,14092
764MP33-SG,SDL MP 7.64% 2033,NSE,3607809,14093
SIYSIL,SIYARAM SILK MILLS,NSE,3608577,14096
764TS33-SG,SDL TS 7.64% 2033,NSE,3608833,14097
766BR33-SG,SDL BR 7.66% 2033,NSE,3609089,14098
PTL,PTL ENTERPRISES,NSE,3609857,14101
767UK33-SG,SDL UK 7.67% 2033,NSE,3610113,14102
76JK35-SG,SDL JK 7.6% 2035,NSE,3610369,14103
AUTOIND,AUTOLINE INDUSTRIES,NSE,3611137,14106
76GJ35-SG,SDL GJ 7.6% 2035,NSE,3611393,14107
764UP36-SG,SDL UP 7.64% 2036,NSE,3611905,14109
NETWORK18,NETWORK18 MEDIA & INV,NSE,3612417,14111
756TS48-SG,SDL TS 7.56% 2048,NSE,3612673,14112
756RJ48-SG,SDL RJ 7.56% 2048,NSE,3612929,14113
GANDHITUBE,GANDHI SPL. TUBES,NSE,3613697,14116
755TN53-SG,SDL TN 7.55% 2053,NSE,3613953,14117
PITTIENG,PITTI ENGINEERING,NSE,3618305,14134
SBGLP,SURATWWALA BUS GROUP,NSE,3619585,14139
BTML-BE,BODHI TREE MULTIMEDIA,NSE,3622913,14152
UNOMINDA,UNO MINDA,NSE,3623425,14154
768GJ30-SG,SDL GJ 7.68% 2030,NSE,3623937,14156
77HR31-SG,SDL HR 7.7% 2031,NSE,3624705,14159
771AS33-SG,SDL AS 7.71% 2033,NSE,3624961,14160
772BR33-SG,SDL BR 7.72% 2033,NSE,3625217,14161
766UP33-SG,SDL UP 7.66% 2033,NSE,3625473,14162
762MP34-SG,SDL MP 7.62% 2034,NSE,3625729,14163
762PY35-SG,SDL PY 7.62% 2035,NSE,3625985,14164
762MN35-SG,SDL MN 7.62% 2035,NSE,3626241,14165
762MZ36-SG,SDL MZ 7.62% 2036,NSE,3626497,14166
759TS40A-SG,SDL TS 7.59% 2040,NSE,3626753,14167
759PY41-SG,SDL PY 7.59% 2041,NSE,3627009,14168
SHERA-SM,SHERA ENERGY,NSE,3628033,14172
IZMO-BE,IZMO,NSE,3629569,14178
NSLNISP,NMDC STEEL,NSE,3630081,14180
NINSYS,NINTEC SYSTEMS,NSE,3633665,14194
TIMKEN,TIMKEN INDIA,NSE,3634689,14198
HUBTOWN-BE,HUBTOWN,NSE,3636993,14207
TV18BRDCST,TV18 BROADCAST,NSE,3637249,14208
LRRPL-ST,LEAD REC AND RUB PROD,NSE,3638017,14211
IMC1-N0,,NSE,3638785,14214
IMC1-N1,,NSE,3640065,14219
CTE-BE,CAMBRIDGE TECH ENTER,NSE,3640833,14222
TIIL,TECHNOCRAFT IND,NSE,3641089,14223
IMC1-N2,,NSE,3641345,14224
IMC1-N3,,NSE,3642369,14228
HDFCBSE500,HDFCAMC - HDFCBSE500,NSE,3642881,14230
HDFCSML250,HDFCAMC - HDFCSML250,NSE,3643649,14233
HDFCMID150,HDFCAMC - HDFCMID150,NSE,3644417,14236
TVSSRICHAK,TVS SRICHAKRA,NSE,3646721,14245
618GS2024-GS,GOI LOAN 6.18% 2024,NSE,3648257,14251
SGBOCT27VI-GB,2.50%GOLDBONDS2027SR-VI,NSE,3648513,14252
REDINGTON,REDINGTON,NSE,3649281,14255
PGIL,PEARL GLOBAL IND,NSE,3650561,14260
AGARWALFT-ST,AGARWAL FLOAT GLASS I,NSE,3652353,14267
77AP30-SG,SDL AP 7.7% 2030,NSE,3652609,14268
766GJ30-SG,SDL GJ 7.66% 2030,NSE,3652865,14269
771AP33-SG,SDL AP 7.71% 2033,NSE,3653121,14270
768BR33-SG,SDL BR 7.68% 2033,NSE,3653377,14271
765HR33A-SG,SDL HR 7.65% 2033,NSE,3653633,14272
766UP33A-SG,SDL UP 7.66% 2033,NSE,3653889,14273
766SK33-SG,SDL SK 7.66% 2033,NSE,3654145,14274
759HP38-SG,SDL HP 7.59% 2038,NSE,3654657,14276
759MP38-SG,SDL MP 7.59% 2038,NSE,3654913,14277
ORIENTBELL,ORIENT BELL,NSE,3655169,14278
759PN39-SG,SDL PN 7.59% 2039,NSE,3655425,14279
753TN53-SG,SDL TN 7.53% 2053,NSE,3655681,14280
GOLDETF,MIRAEAMC - MAGOLDETF,NSE,3657217,14286
SEQUENT,SEQUENT SCIENTIFIC,NSE,3659777,14296
PFC,POWER FIN CORP,NSE,3660545,14299
FSL,FIRSTSOURCE SOLU.,NSE,3661825,14304
OSWALSEEDS,SHREEOSWAL S AND CHE,NSE,3662081,14305
INDIANB,INDIAN BANK,NSE,3663105,14309
TTL,T T,NSE,3664385,14314
VIAZ-SM,VIAZ TYRES,NSE,3664897,14316
TFL-BE,TRANSWARRANTY FIN.,NSE,3666689,14323
SMSPHARMA,SMS PHARMACEUTICALS,NSE,3668225,14329
HSCL,HIMADRI SPECIALITY CHEM L,NSE,3669505,14334
GANESHHOUC,GANESH HOUSING CORP,NSE,3670785,14339
769WB39-SG,SDL WB 7.69% 2039,NSE,3671041,14340
777AP40-SG,SDL AP 7.77% 2040,NSE,3671297,14341
769WB42-SG,SDL WB 7.69% 2042,NSE,3672833,14347
769TN43-SG,SDL TN 7.69% 2043,NSE,3673345,14349
ORIENTALTL-BE,ORIENTAL TRIMEX,NSE,3673601,14350
769AP43-SG,SDL AP 7.69% 2043,NSE,3673857,14351
769MP43-SG,SDL MP 7.69% 2043,NSE,3674113,14352
758TS45-SG,SDL TS 7.58% 2045,NSE,3674369,14353
758RJ48-SG,SDL RJ 7.58% 2048,NSE,3674625,14354
758KL49-SG,SDL KL 7.58% 2049,NSE,3674881,14355
756TN53-SG,SDL TN 7.56% 2053,NSE,3675393,14357
77AP28-SG,SDL AP 7.7% 2028,NSE,3675905,14359
APOLLOPIPE,APOLLO PIPES,NSE,3676417,14361
IDEA,VODAFONE IDEA,NSE,3677697,14366
772MH31-SG,SDL MH 7.72% 2031,NSE,3677953,14367
773HR32-SG,SDL HR 7.73% 2032,NSE,3678465,14369
774AP32-SG,SDL AP 7.74% 2032,NSE,3679489,14373
771GJ33-SG,SDL GJ 7.71% 2033,NSE,3679745,14374
772BR33A-SG,SDL BR 7.72% 2033,NSE,3680001,14375
774UK33-SG,SDL UK 7.74% 2033,NSE,3680257,14376
774MH33-SG,SDL MH 7.74% 2033,NSE,3680769,14378
776MN35-SG,SDL MN 7.76% 2035,NSE,3681025,14379
769RJ39-SG,SDL RJ 7.69% 2039,NSE,3681281,14380
769PN39-SG,SDL PN 7.69% 2039,NSE,3681537,14381
POCL,PONDY OXIDES & CHEM,NSE,3682561,14385
AMDIND,AMD INDUSTRIES,NSE,3685889,14398
RAJTV-BE,RAJ TV NETWORK,NSE,3688193,14407
SRIVASAVI-SM,SRIVASAVI ADHESIVE TAPE L,NSE,3689217,14411
PAGEIND,PAGE INDUSTRIES,NSE,3689729,14413
ASTRAL,ASTRAL,NSE,3691009,14418
752GJ25-SG,SDL GJ 7.52% 2025,NSE,3691265,14419
77AP29-SG,SDL AP 7.7% 2029,NSE,3691777,14421
LAOPALA,LA OPALA RG,NSE,3692289,14423
77MH31-SG,SDL MH 7.7% 2031,NSE,3692545,14424
77MH33-SG,SDL MH 7.7% 2033,NSE,3692801,14425
GOLDBEES,NIP IND ETF GOLD BEES,NSE,3693569,14428
771BR33-SG,SDL BR 7.71% 2033,NSE,3694337,14431
771GJ34-SG,SDL GJ 7.71% 2034,NSE,3694593,14432
JKTYRE,JK TYRE & INDUSTRIES,NSE,3695361,14435
773TS34-SG,SDL TS 7.73% 2034,NSE,3695617,14436
777JK35-SG,SDL JK 7.77% 2035,NSE,3695873,14437
NAHARSPING,NAHAR SPINNING MILLS,NSE,3696641,14440
775UP35-SG,SDL UP 7.75% 2035,NSE,3696897,14441
775UP38-SG,SDL UP 7.75% 2038,NSE,3697153,14442
775WB39-SG,SDL WB 7.75% 2039,NSE,3698177,14446
779WB42-SG,SDL WB 7.79% 2042,NSE,3698433,14447
NAHARPOLY-BE,NAHAR POLY FILMS,NSE,3698689,14448
EMBDL,EQUINOX INDIA DEV,NSE,3699201,14450
777MP43-SG,SDL MP 7.77% 2043,NSE,3699457,14451
772TS46-SG,SDL TS 7.72% 2046,NSE,3699713,14452
757TN53-SG,SDL TN 7.57% 2053,NSE,3700481,14455
LEXUS,LEXUS GRANITO (INDIA),NSE,3701505,14459
DIVGIITTS,DIVGI TORQTRANSFER SYST L,NSE,3706625,14479
GOKULAGRO,GOKUL AGRO RESOURCES,NSE,3706881,14480
THEMISMED,THEMIS MEDICARE,NSE,3708161,14485
NCLIND,NCL INDUSTRIES,NSE,3709441,14490
704NHAI26-NB,,NSE,3711233,14497
729NHAI26-NC,,NSE,3711745,14499
BALAMINES,BALAJI AMINES,NSE,3712257,14501
VERTEXPLUS-ST,VERTEXPLUS TECHNOLOGIES L,NSE,3712769,14503
SYSTANGO-SM,SYSTANGO TECHNOLOGIES,NSE,3713537,14506
BANSWRAS,BANSWARA SYNTEX,NSE,3714817,14511
ABSLLIQUID,BIRLASLAMC - ABSLLIQUID,NSE,3716609,14518
739NHAI31A-ND,,NSE,3717633,14522
ICRA,ICRA,NSE,3717889,14523
738MP25-SG,SDL MP 7.38% 2025,NSE,3718657,14526
769NHAI31-NE,,NSE,3719425,14529
769MH31-SG,SDL MH 7.69% 2031,NSE,3719937,14531
77HR32-SG,SDL HR 7.7% 2032,NSE,3720193,14532
769TS32-SG,SDL TS 7.69% 2032,NSE,3720449,14533
773BR33-SG,SDL BR 7.73% 2033,NSE,3720705,14534
GOLDSHARE,UTI GOLD ETF,NSE,3720961,14535
DISHTV,DISH TV INDIA,NSE,3721473,14537
773UP33-SG,SDL UP 7.73% 2033,NSE,3721729,14538
772AS33-SG,SDL AS 7.72% 2033,NSE,3721985,14539
NDLVENTURE,NDL VENTURES,NSE,3724033,14547
768GJ33-SG,SDL GJ 7.68% 2033,NSE,3724289,14548
766MH33-SG,SDL MH 7.66% 2033,NSE,3724545,14549
PHOENIXLTD,THE PHOENIX MILLS,NSE,3725313,14552
772GJ35-SG,SDL GJ 7.72% 2035,NSE,3725569,14553
774UP37-SG,SDL UP 7.74% 2037,NSE,3725825,14554
AROGRANITE,ARO GRANITE IND.,NSE,3726593,14557
774MZ38-SG,SDL MZ 7.74% 2038,NSE,3726849,14558
766MP48-SG,SDL MP 7.66% 2048,NSE,3727105,14559
766KL50-SG,SDL KL 7.66% 2050,NSE,3728129,14563
767TN53-SG,SDL TN 7.67% 2053,NSE,3728385,14564
ZENITHSTL-BE,ZENITH STEEL PIP IND,NSE,3728897,14566
BFUTILITIE,BF UTILITIES,NSE,3729153,14567
SRHHYPOLTD,SREE RAYALSEEMA HHP,NSE,3732993,14582
MCON-ST,MCON RASAYAN INDIA,NSE,3733249,14583
PSUBNKIETF,ICICIPRAMC - PSUBANKICI,NSE,3733505,14584
VELS-SM,VELS FILM INTERNATIONAL L,NSE,3735041,14590
FORTIS,FORTIS HEALTHCARE,NSE,3735553,14592
SGBMAR31IV-GB,2.50%GOLDBONDS2031SR-IV,NSE,3737089,14598
GSLSU,GLOBAL SURFACES,NSE,3737345,14599
